,AverageMInFile,ExternalRiskEstimate,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,MSinceMostRecentTradeOpen,MSinceOldestTradeOpen,MaxDelq2PublicRecLast12M,MaxDelqEver,NetFractionInstallBurden,NetFractionRevolvingBurden,NumBank2NatlTradesWHighUtilization,NumInqLast6M,NumInqLast6Mexcl7days,NumInstallTradesWBalance,NumRevolvingTradesWBalance,NumSatisfactoryTrades,NumTotalTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,NumTradesOpeninLast12M,PercentInstallTrades,PercentTradesNeverDelq,PercentTradesWBalance,label
9574,97,75,-7,-7,7,176,7,8,67,17,1,0,0,2,9,32,34,0,0,3,21,100,67,1
4884,58,70,-7,1,17,139,7,8,76,63,1,4,4,3,3,19,19,0,0,0,37,100,86,0
4527,114,55,4,-7,40,201,3,5,-8,50,1,0,0,2,6,19,24,6,2,0,42,63,100,0
587,44,69,25,-7,3,77,6,5,97,1,0,1,1,1,3,18,21,3,1,3,10,85,33,1
4088,85,85,-7,-8,5,209,7,8,45,12,0,0,0,2,7,21,21,0,0,1,57,100,90,0
4116,61,58,16,0,5,196,6,6,83,78,4,3,3,2,8,23,16,0,0,3,22,96,83,0
5629,68,71,27,0,3,128,6,3,99,80,1,0,0,2,6,12,13,1,1,3,23,85,80,0
5210,99,81,48,0,4,168,6,6,26,10,-8,0,0,2,1,13,17,0,0,1,65,71,75,1
654,62,79,-7,-8,6,132,7,8,-8,56,0,0,0,-8,3,22,24,0,0,3,21,100,50,1
10242,75,84,-7,22,9,292,7,8,71,16,0,0,0,2,5,22,24,0,0,2,13,100,58,1
8461,81,90,-7,-7,2,-8,7,8,-8,0,0,1,1,1,0,8,10,0,0,1,20,100,20,1
2635,44,76,-7,-7,8,78,7,8,94,17,0,1,1,2,5,19,11,0,0,3,42,100,78,1
6465,87,52,5,0,4,169,4,6,-8,92,3,3,3,2,7,32,37,0,0,4,32,84,83,0
6496,193,93,-7,0,19,366,7,8,-8,1,0,0,0,-8,2,7,8,0,0,0,13,100,33,1
6476,81,78,-7,0,3,284,6,8,24,43,0,1,1,2,6,30,32,0,0,3,50,100,89,1
10298,112,75,-7,0,9,413,7,8,49,59,1,0,0,2,5,33,33,0,0,1,30,100,80,1
6996,149,92,-7,0,8,406,7,8,92,5,0,2,2,1,1,12,13,0,0,1,38,100,50,1
4785,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
8779,42,58,-7,-7,2,87,7,8,92,70,2,5,4,3,12,34,42,0,0,2,34,100,75,0
7057,84,59,26,2,4,219,6,5,89,41,3,4,4,4,9,30,32,1,0,3,44,91,76,1
9153,148,78,-7,-7,40,238,7,8,70,65,6,0,0,1,15,31,31,0,0,0,19,100,94,0
5014,80,77,-7,4,5,178,7,8,-8,24,0,2,2,1,4,18,18,0,0,3,39,100,71,1
7377,56,60,-7,0,4,141,7,8,48,84,4,0,0,4,11,30,30,0,0,3,33,100,100,0
3480,104,75,10,0,0,327,4,6,-8,3,0,4,4,1,9,28,46,0,0,5,13,93,50,1
3313,62,84,-7,0,6,-8,7,8,98,0,0,6,6,2,0,23,0,0,0,1,9,100,29,1
1556,105,72,-7,0,4,354,7,8,77,89,5,0,0,3,7,22,24,0,0,5,29,100,92,0
1505,48,72,-7,0,0,177,7,8,93,45,2,12,12,6,6,31,34,0,0,7,47,100,60,0
2142,18,58,-7,0,5,33,7,8,68,96,4,1,1,5,5,12,12,0,0,4,50,100,91,0
5273,83,61,1,0,6,176,4,6,22,67,3,0,0,3,9,29,31,0,0,2,35,94,86,0
3884,85,74,20,0,6,160,6,3,-8,12,0,2,1,1,1,11,13,1,1,1,42,92,100,1
133,85,86,51,-7,15,168,6,6,-8,3,0,0,0,2,3,33,34,0,0,0,38,97,56,1
9873,34,72,-7,0,2,106,7,8,73,21,0,1,1,3,4,15,16,0,0,4,25,100,58,1
5864,103,84,-7,0,33,241,7,8,52,14,0,1,1,2,2,18,18,0,0,0,28,100,50,1
9264,93,68,16,0,2,222,6,6,-8,62,2,2,2,1,5,32,37,0,0,1,35,97,60,1
6421,64,69,12,0,7,127,5,6,69,74,3,8,8,2,7,31,32,0,0,3,28,97,75,0
7361,61,68,14,0,27,147,6,6,57,28,1,1,1,2,3,17,18,0,0,0,39,78,63,1
4023,103,90,-7,18,19,191,7,8,-8,3,0,0,0,1,3,16,6,0,0,0,56,100,100,1
9115,133,57,8,-7,13,225,3,2,36,94,-8,0,0,3,5,24,28,5,3,0,36,71,90,0
2007,132,71,4,0,17,301,4,6,-8,46,1,0,0,1,2,13,14,0,0,0,36,93,60,1
1688,140,91,-7,0,36,397,7,8,-8,3,0,0,0,1,1,21,21,0,0,0,19,100,22,1
1904,85,76,-7,0,4,222,7,8,59,37,0,0,0,4,4,47,47,0,0,2,28,100,53,1
7204,13,59,-7,0,2,28,7,8,77,98,3,0,0,3,3,6,7,0,0,4,43,100,100,1
1536,133,88,-7,0,9,371,7,8,-8,2,0,1,1,-8,2,10,10,0,0,1,10,100,25,1
4896,61,54,4,4,2,142,4,3,73,51,1,1,1,6,5,23,30,4,3,4,52,76,80,0
290,88,73,-7,0,4,219,7,8,88,45,1,1,1,2,6,23,24,0,0,3,46,100,89,1
6066,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
5110,114,66,5,8,7,377,4,6,3,48,1,0,0,2,2,26,26,0,0,1,23,96,50,1
9568,92,63,2,-7,7,209,0,2,93,71,0,0,0,1,1,7,8,1,1,2,25,88,100,1
5994,124,62,16,20,21,295,6,2,30,38,0,0,0,3,3,10,14,2,2,0,36,64,86,0
3799,114,83,-7,2,20,308,7,8,20,16,0,1,1,4,4,30,29,0,0,0,50,100,75,1
3119,48,74,-7,3,4,91,5,7,97,-8,-8,3,3,2,-8,2,2,0,0,1,100,50,100,0
7108,62,75,-7,0,8,170,7,8,79,27,1,2,2,6,3,22,24,0,0,4,54,100,69,0
10399,83,73,17,10,15,138,6,4,-8,38,0,0,0,1,2,19,20,1,1,0,10,95,43,1
1538,67,82,70,0,2,160,6,6,89,8,0,0,0,3,3,26,30,0,0,3,27,97,50,1
6033,75,74,-7,2,2,319,7,8,77,37,0,5,5,5,6,30,31,0,0,4,29,100,69,1
2933,50,63,19,8,23,-8,5,2,-8,6,-8,1,0,1,2,5,0,1,1,0,33,67,100,0
10400,110,84,-7,0,24,283,7,8,-8,28,0,1,1,1,2,13,13,0,0,0,15,100,80,1
9797,42,65,-7,0,7,156,6,8,29,59,3,1,1,2,5,11,11,2,2,2,55,100,100,0
5038,102,81,18,1,1,330,6,6,76,3,0,2,2,2,2,38,40,0,0,3,18,95,20,1
4219,64,79,10,0,5,177,4,6,-8,0,-8,0,0,1,0,21,23,0,0,1,78,96,50,1
1268,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
6507,128,71,-7,0,9,270,7,8,80,95,3,1,1,4,4,20,20,0,0,1,50,100,89,1
1074,90,88,-7,1,2,192,7,8,66,9,0,2,2,2,2,17,18,0,0,1,33,100,44,1
4585,84,79,7,-7,8,192,4,6,-8,3,0,0,0,1,3,31,32,0,0,1,50,94,50,1
8411,80,83,-7,0,8,209,7,8,-8,9,-8,0,0,-8,3,4,5,0,0,1,20,100,75,0
4777,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
2258,60,63,32,-7,14,37,0,6,80,57,2,2,2,2,7,16,21,1,1,0,13,94,82,0
4005,82,83,-7,17,29,196,7,8,51,2,0,0,0,4,1,21,35,0,0,0,57,100,63,1
6009,67,65,38,7,7,170,6,5,-8,71,2,0,0,2,3,12,15,1,0,2,40,60,71,1
10345,25,66,-7,1,13,51,7,8,-8,97,2,1,1,1,4,6,6,0,0,0,33,100,100,0
10392,86,73,-7,-8,27,195,7,8,45,76,4,0,0,1,6,19,20,0,0,0,40,100,70,1
7236,84,86,-7,0,27,221,7,8,-8,10,0,0,0,1,1,18,18,0,0,0,22,100,20,1
5106,110,63,67,16,23,187,6,4,-8,81,1,0,0,-8,2,12,15,2,2,0,53,80,100,0
9133,36,60,4,-7,2,159,4,6,55,58,2,2,2,3,13,27,28,0,0,6,36,96,100,0
3132,57,88,-7,3,4,286,7,8,-8,14,0,2,2,-8,1,6,14,0,0,1,33,100,33,1
6957,85,85,-7,2,5,429,7,8,-8,6,0,3,3,-8,2,26,28,0,0,4,32,100,25,1
6096,25,65,-7,0,2,101,6,8,99,35,1,12,12,2,2,7,8,1,1,3,50,100,80,0
4048,72,76,24,1,1,190,6,6,-8,36,2,3,3,1,5,11,25,0,0,2,17,92,67,1
8705,82,69,-8,0,1,274,6,6,-8,40,1,2,2,1,2,35,36,0,0,4,44,97,33,0
9607,18,60,-7,1,1,45,7,8,65,71,1,1,1,2,5,13,15,0,0,4,40,100,88,0
1687,34,70,-7,0,2,182,7,8,-8,57,1,2,2,-8,4,7,8,0,0,5,13,100,100,0
883,58,64,15,2,2,110,6,5,-8,30,1,6,6,1,12,42,46,1,0,4,4,89,74,0
7025,71,79,-7,8,3,242,7,8,-8,20,0,0,0,1,3,19,19,0,0,5,11,100,50,1
5935,108,66,9,-7,19,164,4,5,121,0,-8,0,0,4,0,9,10,1,0,0,80,70,80,1
9681,54,61,47,0,6,187,6,6,76,66,2,1,1,3,3,26,26,0,0,1,42,88,75,0
1388,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4517,107,59,8,-7,3,189,4,5,96,78,2,0,0,2,5,16,20,1,0,1,25,60,88,1
7751,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
9357,94,59,19,-8,4,217,6,5,40,63,0,0,0,5,5,17,23,4,3,1,52,78,100,0
7369,112,70,56,0,22,153,6,4,-8,0,0,0,0,1,0,5,6,2,2,0,67,67,50,0
8570,63,61,9,4,3,222,4,5,5,57,3,2,2,4,7,43,46,1,0,9,41,91,61,0
7164,137,61,8,0,2,391,4,6,23,62,3,0,0,2,5,16,17,0,0,1,35,71,78,0
8300,69,75,65,2,5,232,6,6,91,42,1,1,1,2,6,34,36,0,0,5,42,97,80,1
2294,139,75,-7,-7,13,235,6,8,-8,13,0,0,0,1,2,26,44,1,1,0,35,100,57,0
9485,62,80,-7,0,2,116,7,8,81,23,1,1,1,2,3,24,26,0,0,1,23,100,83,1
679,127,88,-7,0,13,422,7,8,-8,2,0,2,2,1,2,23,24,0,0,0,17,100,38,1
7397,54,72,65,0,8,214,6,6,-8,56,1,2,2,3,10,26,27,0,0,3,30,96,76,0
5981,83,85,-7,1,2,275,7,8,-8,5,1,1,1,-8,2,15,17,0,0,1,18,100,25,1
1294,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
8974,87,84,-8,0,3,137,6,6,-8,8,0,0,0,1,2,22,22,0,0,1,41,95,43,1
3180,62,83,-7,18,1,130,7,8,-8,6,0,0,0,1,3,31,37,0,0,1,9,100,33,1
5367,54,54,2,-7,8,141,3,5,86,49,2,0,0,3,3,15,17,2,0,2,41,71,75,0
3635,76,75,42,4,5,154,6,6,-8,42,1,2,2,-8,4,16,18,0,0,2,12,94,50,1
1181,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
1374,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3433,65,70,-7,4,6,90,7,8,43,14,3,2,1,3,10,51,17,0,0,4,16,100,42,1
6425,12,59,-7,0,2,30,7,8,-8,40,0,4,4,1,1,2,4,1,1,2,33,100,67,0
3475,84,84,-7,0,1,337,7,8,100,3,0,2,2,2,6,36,44,0,0,3,16,100,53,1
4104,144,57,0,7,15,226,4,6,58,89,4,0,0,3,12,24,7,0,0,0,38,83,94,0
5431,116,61,2,3,3,232,4,4,41,57,5,6,4,2,13,37,41,1,1,1,20,88,79,0
2343,64,75,-7,-7,2,195,7,8,79,54,2,2,2,6,9,36,27,0,0,5,29,100,83,0
124,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3909,59,84,-7,2,2,379,7,8,24,8,0,2,2,2,3,43,72,0,0,4,22,100,26,0
6136,159,88,-7,-8,10,385,7,8,-8,9,0,0,0,1,3,17,17,0,0,1,18,100,57,1
4046,98,88,-7,9,10,162,7,8,-8,0,1,0,0,1,4,10,15,0,0,1,20,100,100,1
3643,30,68,-7,5,2,75,7,8,65,30,0,0,0,4,13,27,37,0,0,6,17,100,67,0
7914,36,70,-7,0,11,51,7,8,74,-8,-8,1,1,2,-8,8,8,0,0,1,75,100,100,1
2208,112,71,16,0,3,357,6,6,52,70,1,0,0,5,8,29,29,0,0,1,48,93,100,0
4598,123,70,-7,-7,11,332,6,8,-8,22,1,2,2,2,2,19,20,1,1,1,25,100,55,0
181,93,81,-7,2,1,212,7,8,-8,19,1,3,3,2,4,37,44,0,0,5,16,100,35,1
2179,78,62,5,0,2,200,4,6,-8,53,0,0,0,1,6,30,31,0,0,2,26,90,54,0
4658,86,62,15,11,5,377,6,2,76,70,4,0,0,4,9,24,26,3,2,2,27,92,68,0
2835,24,62,33,1,5,69,6,6,-8,92,3,2,2,-8,4,8,9,1,1,3,33,89,67,0
7512,33,59,1,-7,4,118,3,5,87,18,0,1,1,2,1,12,15,2,0,5,53,87,60,0
936,58,82,-7,2,9,178,7,8,87,23,1,2,2,2,2,16,17,0,0,1,24,100,67,1
8568,82,86,-7,7,7,191,7,8,-8,0,0,0,0,1,0,27,28,0,0,1,22,100,8,1
10252,59,60,2,4,5,172,4,4,64,13,0,1,1,3,2,9,13,1,1,1,69,62,83,0
6576,79,55,4,0,13,247,0,2,29,93,6,0,0,3,8,32,35,2,1,0,31,83,87,0
8325,86,72,-7,10,14,133,7,8,87,83,5,0,0,2,6,20,21,0,0,0,14,100,80,0
6203,102,66,45,4,4,344,6,3,45,54,1,1,1,2,4,16,19,1,1,3,26,79,70,0
2339,42,63,29,-7,3,104,0,3,100,41,0,4,4,6,5,13,15,3,3,3,40,87,85,1
4342,43,75,-7,0,0,97,6,8,79,48,1,5,5,5,3,28,30,0,0,4,67,100,89,1
5801,48,63,4,0,3,153,4,6,94,44,0,3,3,3,3,17,17,0,0,1,47,88,50,0
3434,116,64,31,0,15,303,6,2,13,12,0,2,2,4,3,18,19,6,5,0,52,65,70,1
5763,39,59,57,0,14,69,6,2,-8,99,1,0,0,1,1,4,6,3,3,0,20,80,67,0
3807,53,55,19,5,8,337,6,5,100,25,2,0,0,2,7,25,28,1,0,1,11,81,75,1
6280,67,72,70,0,5,148,6,6,-8,14,0,2,2,5,5,44,47,0,0,5,33,96,73,1
7632,49,74,-7,-7,5,108,7,8,64,59,1,0,0,2,4,19,19,0,0,1,32,100,67,0
7802,97,58,5,0,5,280,4,6,75,47,2,1,1,4,7,33,34,0,0,5,21,88,79,1
6728,115,72,21,-7,23,248,6,2,-8,25,0,0,0,2,3,19,24,2,1,0,29,88,56,0
8221,15,65,-7,0,2,27,7,8,95,0,-8,0,0,4,0,9,10,0,0,3,90,100,80,0
10123,37,84,-7,-7,4,93,7,8,-8,16,0,3,3,1,2,7,7,0,0,4,29,100,75,1
1968,93,69,10,0,14,217,4,6,24,20,1,5,4,3,4,18,20,0,0,0,45,80,78,0
1561,99,67,-7,0,7,434,7,8,-8,83,6,4,4,-8,8,20,20,0,0,3,5,100,57,0
2422,54,65,3,-7,1,109,4,6,74,6,1,2,2,2,2,35,34,0,0,2,42,97,44,0
3246,80,60,30,3,3,189,6,6,76,60,5,1,1,11,15,42,42,0,0,5,33,95,84,1
7843,80,62,32,0,31,189,6,3,-8,57,0,2,2,1,3,8,11,3,2,0,27,36,80,1
5474,80,66,2,12,13,288,4,6,-8,43,1,0,0,1,5,32,33,0,0,0,33,85,60,1
9931,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
7068,102,75,-7,7,7,292,7,8,-8,31,1,0,0,2,6,22,22,0,0,1,27,100,62,1
10381,77,88,-7,2,1,182,7,8,16,2,0,1,1,2,3,15,16,0,0,1,38,100,63,1
1368,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
7354,35,66,26,0,2,111,6,2,84,28,-8,4,4,2,2,12,16,1,1,2,75,88,80,0
6599,62,60,3,-7,8,160,4,6,60,57,3,0,0,6,5,26,28,0,0,2,75,96,100,0
9582,61,56,3,-7,13,206,4,6,50,64,4,1,0,2,7,21,21,2,2,0,29,90,69,0
7718,77,67,5,8,10,164,4,6,68,24,1,0,0,2,12,46,50,1,1,1,18,98,54,0
8190,75,85,-7,0,5,243,7,8,-8,4,0,4,2,1,3,22,22,0,0,2,23,100,31,1
1156,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3997,114,70,4,-8,20,204,4,6,-8,8,0,0,0,1,2,27,27,0,0,0,19,85,50,1
9713,81,69,40,2,9,194,6,5,96,45,0,1,1,4,5,44,45,1,0,3,44,98,75,1
522,78,75,-7,-7,5,312,7,8,36,10,0,4,4,2,3,26,26,1,1,4,31,100,56,0
1137,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
8745,72,75,-7,0,5,124,7,8,76,64,2,0,0,3,2,21,21,0,0,1,38,100,86,0
8936,81,57,7,0,28,131,0,2,-8,-8,-8,0,0,-8,-8,6,11,3,3,0,55,64,-8,1
5826,84,66,26,0,2,192,6,2,3,11,1,1,1,1,1,10,16,5,4,1,38,56,50,1
8283,47,73,-7,-7,9,132,7,8,-8,94,1,0,0,1,1,4,4,0,0,1,75,100,100,0
7924,62,72,11,0,1,172,4,6,61,24,1,2,2,4,4,14,15,0,0,1,60,93,89,0
10122,43,62,-7,-7,3,78,7,8,-8,51,3,5,4,-8,11,22,24,0,0,3,5,100,86,0
49,97,65,1,0,12,478,4,6,-8,63,6,9,9,-8,9,44,47,0,0,0,32,89,60,0
421,68,74,7,0,23,202,4,6,48,16,0,0,0,3,3,27,27,0,0,0,30,93,46,0
7144,68,78,17,0,15,128,6,6,85,6,0,0,0,2,4,11,11,0,0,0,27,82,60,1
1128,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
9207,91,74,-7,0,10,194,7,8,76,23,2,5,5,5,4,35,36,0,0,1,47,100,56,1
3222,87,79,18,7,8,298,6,6,18,14,0,0,0,2,5,30,34,0,0,2,29,90,64,0
6010,163,70,1,2,9,366,0,2,-8,6,1,1,1,1,2,17,19,2,2,2,11,74,36,0
777,70,70,-7,2,2,144,7,8,51,61,1,6,6,5,5,34,35,0,0,3,51,100,83,0
2140,63,66,42,0,7,127,6,5,77,74,2,0,0,1,3,9,10,1,0,1,30,80,100,0
3150,119,90,-7,-8,1,-8,5,7,24,7,0,0,0,2,3,19,0,0,0,1,19,95,56,1
7143,53,65,18,0,2,123,6,6,97,58,2,1,1,2,6,16,17,0,0,2,41,82,73,0
9028,87,61,2,0,1,316,4,6,71,78,4,2,2,6,5,38,40,0,0,3,58,93,73,0
10135,73,57,1,3,3,220,4,6,-8,81,3,1,1,1,7,31,35,0,0,2,54,94,80,0
7167,20,64,-8,0,13,30,6,6,72,-8,-8,0,0,3,-8,3,4,0,0,0,100,67,100,0
7441,39,75,-7,0,1,69,7,8,-8,21,0,2,2,1,4,16,18,0,0,4,17,100,50,1
4409,138,86,-7,0,13,298,7,8,54,8,0,0,0,2,7,18,18,0,0,0,22,100,64,1
4199,65,81,-7,0,3,154,7,8,81,20,0,0,0,3,4,21,21,0,0,2,29,100,50,1
3847,69,88,-7,10,11,154,7,8,70,2,0,1,1,3,1,9,22,0,0,1,67,100,80,1
8987,103,68,20,0,6,222,5,5,-8,59,3,0,0,-8,5,16,19,1,0,2,32,84,63,0
3495,101,54,3,3,17,127,4,6,-8,68,3,1,1,-8,5,8,3,0,0,0,25,88,100,0
7541,82,75,13,-7,1,262,6,5,100,9,0,3,3,1,5,28,31,1,0,3,20,83,47,0
4798,63,81,-7,18,4,198,7,8,80,18,1,0,0,2,7,20,21,0,0,4,30,100,69,0
1386,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
8134,71,78,-7,2,3,294,7,8,6,51,2,2,2,2,6,28,28,0,0,3,29,100,73,1
2620,67,72,29,-7,10,135,6,2,-8,5,0,1,1,1,2,25,32,1,1,2,31,92,33,1
6643,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
9295,71,75,-7,10,3,191,7,8,86,66,1,0,0,2,6,25,26,0,0,4,42,100,73,1
3324,109,86,-7,-8,2,232,7,8,-8,4,1,0,0,1,4,23,7,0,0,1,4,100,29,1
1548,89,75,24,0,7,264,6,6,55,33,1,1,1,4,5,54,55,0,0,1,36,98,67,1
6048,37,70,-7,16,7,102,7,8,87,74,1,0,0,3,6,12,12,0,0,1,33,100,100,0
8111,87,66,4,3,13,240,3,5,33,30,1,2,2,3,4,19,22,2,1,0,43,95,89,1
4945,105,73,6,1,2,283,4,6,65,29,1,1,1,2,3,20,22,0,0,2,33,95,63,0
4425,80,80,-7,0,13,151,7,8,87,54,0,0,0,2,3,10,10,0,0,0,40,100,100,0
2753,137,86,-7,-7,7,162,7,8,-8,12,0,0,0,-8,6,26,23,0,0,2,12,100,35,0
210,112,86,-7,1,2,439,7,8,100,26,0,3,3,2,3,18,21,0,0,2,57,100,83,1
1062,67,77,3,0,6,158,4,6,91,10,0,2,2,2,1,16,17,0,0,2,12,94,50,0
3775,91,84,-7,3,7,-8,7,8,48,11,0,1,1,2,4,17,0,0,0,3,35,100,55,1
5912,72,73,37,-7,13,221,6,6,18,94,2,0,0,2,2,12,12,0,0,0,25,92,67,0
10350,79,76,69,5,6,203,6,6,-8,25,1,0,0,1,3,14,14,0,0,1,29,93,80,1
8359,93,78,-7,0,5,175,7,8,-8,19,1,2,2,1,6,27,28,0,0,2,7,100,41,0
4105,71,55,5,1,29,202,4,6,-8,42,0,3,3,1,2,7,29,1,1,0,43,57,75,0
566,207,87,-7,-7,70,195,7,8,-8,11,0,0,0,-8,2,20,21,0,0,0,29,100,50,1
1065,93,69,2,1,7,220,4,6,73,14,1,1,1,2,6,30,30,0,0,1,30,97,69,1
4883,67,62,6,20,1,168,0,2,91,89,1,0,0,2,2,16,20,2,2,1,42,89,83,0
7888,56,58,3,1,10,142,4,6,49,76,2,2,2,2,3,31,32,0,0,1,50,94,63,1
7906,112,82,53,6,7,215,6,5,35,29,0,0,0,2,1,11,13,1,0,1,54,92,60,1
2387,134,70,46,-7,3,396,6,6,39,59,2,5,5,2,6,33,45,0,0,2,26,91,50,0
2479,68,62,3,-7,22,265,4,6,-8,79,1,0,0,1,2,7,14,0,0,0,29,71,75,0
5950,103,90,-7,-7,4,243,7,8,85,4,0,1,0,2,2,19,20,0,0,3,30,100,29,1
10085,77,74,-7,-7,9,192,7,8,-8,26,1,0,0,1,5,28,28,0,0,3,11,100,60,1
6258,82,70,-7,0,4,327,7,8,88,31,3,3,2,3,7,37,37,0,0,4,16,100,56,1
10162,90,73,29,-8,20,255,6,4,-8,52,0,0,0,-8,3,7,9,1,1,0,22,67,60,1
8879,95,68,29,0,8,320,6,2,92,0,-8,1,1,2,1,14,20,7,4,1,40,50,75,0
5478,100,82,-7,3,10,350,7,8,58,4,0,1,1,3,4,30,31,0,0,1,52,100,100,1
7858,28,70,-7,1,1,94,7,8,74,22,1,3,3,5,2,26,30,0,0,10,28,100,67,0
3931,125,85,-7,4,4,267,7,8,90,15,0,1,1,5,3,25,18,0,0,6,48,100,80,1
9210,50,78,27,0,7,119,6,6,82,9,0,1,1,4,2,16,16,0,0,1,38,94,75,1
1558,131,66,1,0,44,245,4,5,-8,46,0,1,1,1,3,12,14,1,0,0,36,79,100,1
2624,80,87,-7,-7,34,215,7,8,-8,2,0,1,1,2,1,18,24,0,0,0,33,100,75,1
8520,43,71,44,-7,4,-8,6,6,89,44,0,2,2,3,3,15,15,0,0,1,53,93,75,1
8392,136,79,14,0,34,373,6,5,-8,1,0,3,3,1,2,13,15,1,0,0,13,71,38,0
8456,87,54,7,0,7,162,4,5,70,65,3,2,2,3,9,24,26,1,0,1,31,85,80,0
640,92,84,-7,6,7,166,7,8,83,44,0,0,0,2,2,10,10,0,0,1,40,100,80,1
599,91,74,-7,-7,1,193,7,8,79,90,4,1,1,2,6,19,22,0,0,2,18,100,73,0
3965,76,71,54,3,8,196,6,5,-8,57,0,2,2,3,3,10,11,2,1,1,36,91,86,1
7346,52,56,1,0,5,122,4,5,88,89,1,2,2,2,1,12,13,1,0,1,62,77,75,0
5889,77,76,26,-7,11,164,6,5,-8,5,0,0,0,1,1,16,17,1,0,1,12,88,25,1
7033,84,84,-7,-8,14,282,7,8,65,53,0,0,0,3,2,12,12,0,0,0,50,100,83,1
4991,94,83,56,-8,11,140,6,6,77,30,0,0,0,3,3,17,18,0,0,1,76,94,100,1
7296,114,89,-7,0,9,193,7,8,88,1,0,0,0,2,2,13,14,0,0,1,43,100,67,1
3612,87,77,-7,4,22,195,7,8,-8,49,1,1,1,1,6,24,46,0,0,0,13,100,58,1
5674,38,82,-7,0,3,123,7,8,-8,6,0,3,3,1,2,10,10,0,0,2,40,100,60,1
5021,151,75,26,19,10,337,6,2,-8,0,0,0,0,-8,0,12,13,1,1,1,38,92,0,1
4666,141,89,-7,-8,30,400,7,8,-8,7,0,0,0,1,2,15,15,0,0,0,27,100,43,1
6623,27,83,-7,-7,15,50,7,8,90,10,0,1,1,2,2,8,9,0,0,0,63,100,80,0
6122,78,79,-7,0,5,282,7,8,57,9,1,0,0,5,1,45,47,0,0,3,23,100,46,1
3910,59,85,-7,0,8,203,7,8,85,0,0,1,1,2,1,15,26,0,0,2,40,100,30,1
5786,19,54,-7,0,13,25,0,8,-8,33,-8,2,2,1,1,3,4,2,2,0,33,100,67,0
5641,63,71,50,0,5,139,6,6,50,52,1,0,0,5,3,29,29,0,0,3,66,93,67,0
4825,43,73,24,0,5,93,6,6,100,47,1,0,0,2,6,20,20,0,0,2,30,95,60,1
3304,90,71,-7,1,3,241,7,8,54,58,5,1,1,7,9,55,86,0,0,4,35,100,70,1
6336,148,86,65,0,30,323,6,6,12,2,0,0,0,2,6,25,25,0,0,0,28,96,67,1
8477,49,75,-7,-7,4,-8,7,8,57,100,1,1,1,2,1,17,19,0,0,2,26,100,50,1
2638,144,67,2,-7,45,203,0,2,90,76,0,0,0,2,3,12,23,1,1,0,36,86,83,1
5051,43,72,-7,0,8,85,7,8,-8,57,2,1,1,-8,3,11,11,0,0,2,0,100,33,1
3766,84,79,6,0,5,243,4,4,-8,0,1,1,1,2,3,29,39,1,1,1,35,81,50,1
